date,base_currency,quote_currency,rate
2025-12-12,EUR,USD,0.9555287736
2025-12-15,EUR,EUR,1.0000000000
2025-12-15,EUR,GBP,1.0551884122
2025-12-15,EUR,USD,0.9500716104
2025-12-16,EUR,EUR,1.0000000000
2025-12-16,EUR,GBP,1.0582129602
2025-12-16,EUR,USD,0.9475955549
2025-12-17,EUR,EUR,1.0000000000
2025-12-17,EUR,GBP,1.0588396708
2025-12-17,EUR,USD,0.9491602354
2025-12-18,EUR,EUR,1.0000000000
2025-12-18,EUR,GBP,1.0626257485
2025-12-18,EUR,USD,0.9502778604
2025-12-19,EUR,EUR,1.0000000000
2025-12-19,EUR,GBP,1.0706287838
2025-12-19,EUR,USD,0.9485935306
2025-12-22,EUR,EUR,1.0000000000
2025-12-22,EUR,GBP,1.0768820174
2025-12-22,EUR,USD,0.9497267376
2025-12-23,EUR,EUR,1.0000000000
2025-12-23,EUR,GBP,1.0775087746
2025-12-23,EUR,USD,0.9485142883
2025-12-24,EUR,EUR,1.0000000000
2025-12-24,EUR,GBP,1.0833541303
2025-12-24,EUR,USD,0.9511272120
2025-12-25,EUR,EUR,1.0000000000
2025-12-25,EUR,GBP,1.0911266444
2025-12-25,EUR,USD,0.9469819015
2025-12-26,EUR,EUR,1.0000000000
2025-12-26,EUR,GBP,1.0917456929
2025-12-26,EUR,USD,0.9510746262
2025-12-29,EUR,EUR,1.0000000000
2025-12-29,EUR,GBP,1.0912668209
2025-12-29,EUR,USD,0.9562502493
2025-12-30,EUR,EUR,1.0000000000
2025-12-30,EUR,GBP,1.0902756914
2025-12-30,EUR,USD,0.9636888050
2025-12-31,EUR,EUR,1.0000000000
2025-12-31,EUR,GBP,1.0867319563
2025-12-31,EUR,USD,0.9667166633
